Wall time,Step,Value
1704246386.057947,174,0.004711476154625416
1704246525.203105,246,0.0060211364179849625
1704246950.900182,467,0.007138777058571577
1704247129.359377,558,0.00893712043762207
1704247332.354822,660,0.006882163695991039
1704247610.344311,806,0.006024299189448357
1704248019.562893,1028,0.004686025902628899
1704248215.780737,1134,0.006073721218854189
1704248476.578899,1269,0.00897745881229639
1704248820.368845,1460,0.006382246036082506
1704248884.491892,1496,0.008443295024335384
1704248913.341288,1512,0.00668543204665184
1704248981.715331,1550,0.005865541286766529
1704249631.648496,1911,0.0046610478311777115
1704249687.8607,1942,0.008959224447607994
1704249952.345668,2081,0.006311132572591305
1704250648.71927,2467,0.0076613230630755424
1704250967.937558,2645,0.0045805806294083595
1704251040.630241,2686,0.006860356777906418
1704251056.806519,2695,0.008519968017935753
1704251083.601668,2710,0.007511761039495468
1704251748.066729,3085,0.004172369837760925
1704251954.974908,3201,0.0035180984996259212
1704251986.61774,3219,0.005866989493370056
1704252456.252034,3485,0.005647563375532627
1704252603.954568,3568,0.005584180820733309
1704252774.40896,3663,0.005991114303469658
1704253366.887931,3977,0.006196849979460239
1704253436.427757,4014,0.006262247450649738
1704253457.158012,4025,0.006073903292417526
1704253743.228921,4183,0.006821751594543457
1704254234.449749,4456,0.005709949415177107
1704254903.84522,4834,0.0037586926482617855
1704254993.658649,4884,0.007016626186668873
1704255343.501609,5081,0.005568968132138252
1704255444.716328,5138,0.0049896929413080215
1704255534.157646,5189,0.005492835305631161
1704255624.129142,5240,0.006561446003615856
1704255666.448216,5264,0.00531524745747447
1704255724.754618,5297,0.009033581241965294
1704255766.533794,5321,0.00502445362508297
1704255914.41702,5405,0.004570904187858105
1704255988.056363,5447,0.004630200564861298
1704256549.901161,5760,0.005921247415244579
1704256763.792444,5881,0.005968506447970867
1704256901.082109,5958,0.0057568419724702835
1704256946.187225,5983,0.00635048421099782
1704257244.783782,6144,0.003712473437190056
1704257589.722861,6334,0.005620778538286686
1704257644.679265,6361,0.003967802040278912
1704258050.837236,6566,0.005185029935091734
1704258088.123025,6587,0.003859401447698474
1704258097.823854,6592,0.0058180419728159904
1704258115.505046,6601,0.005750528536736965
1704258390.282761,6752,0.005369034130126238
1704258969.764561,7000,0.005118555389344692
1704259090.82505,7056,0.007927464321255684
1704259445.283058,7209,0.004877839237451553
1704259585.554704,7276,0.005694269668310881
1704259760.364066,7355,0.004755106288939714
1704259966.041728,7470,0.006107932422310114
1704259969.557803,7472,0.005340503994375467
1704260542.971373,7796,0.004893954377621412
1704260651.314269,7857,0.004128005355596542
1704260721.269166,7897,0.006416860036551952
1704260881.075908,7988,0.005589449778199196
1704261120.33582,8124,0.003353733569383621
1704261158.32409,8146,0.0070896754041314125
1704261284.188334,8218,0.00613847840577364
1704261415.292732,8293,0.0036798915825784206
1704261423.815319,8298,0.0046916198916733265
1704261601.60797,8399,0.004877402447164059
1704261866.574089,8550,0.005156440660357475
1704262428.703987,8872,0.004703178070485592
1704262440.699092,8879,0.00483886431902647
1704262511.002246,8919,0.010556146502494812
1704262757.446763,9060,0.005123171489685774
1704262926.214226,9154,0.006364105269312859
1704263193.447538,9305,0.004244077950716019
1704263292.589749,9361,0.006363391876220703
1704263464.945534,9458,0.004169528838247061
1704263625.931073,9549,0.006302971392869949
1704263659.238409,9568,0.003184736706316471
1704263918.592335,9714,0.005562645383179188
1704263990.661937,9755,0.003998765256255865
1704263992.428429,9756,0.0036685671657323837
1704264188.81281,9869,0.004846390336751938
1704264236.884171,9896,0.003892714623361826
1704264399.591311,9981,0.006561691872775555
1704264624.044195,10092,0.0038506947457790375
1704264820.973639,10193,0.006183584686368704
1704265135.989601,10344,0.004918641410768032
1704265251.356846,10397,0.006510302424430847
1704265356.232831,10447,0.004545560106635094
1704265367.512109,10453,0.005812040530145168
1704265663.368333,10598,0.0038099163211882114
1704266540.52109,11025,0.005440717563033104
1704266550.813098,11030,0.006001811008900404
1704267349.557502,11463,0.0031888040248304605
1704268140.688459,11878,0.007255457807332277
1704268317.576374,11974,0.006430403795093298
1704268509.718243,12078,0.005680792033672333
1704268687.227848,12177,0.004820019006729126
1704268863.452291,12273,0.006700683850795031
1704268943.55054,12318,0.005002256948500872
1704269092.724993,12402,0.003866249229758978
1704269237.303411,12482,0.006544934120029211
1704269451.788912,12603,0.0065025934018194675
1704270002.113337,12907,0.005036334507167339
1704270072.084637,12946,0.005179724656045437
1704270126.046256,12974,0.005285805556923151
1704270134.241311,12978,0.004443579353392124
1704270233.129647,13026,0.0032328562811017036
1704270281.753153,13050,0.0034693304914981127
1704270371.046909,13094,0.004242924973368645
1704270568.470572,13190,0.005911543965339661
1704270899.037129,13351,0.003961135633289814
1704271219.755183,13524,0.005126344971358776
1704271269.730103,13552,0.004786334000527859
1704272062.068073,13982,0.00543287955224514
1704272554.394494,14260,0.005099643021821976
1704272567.291499,14267,0.00504700280725956
1704272725.837923,14356,0.005540022160857916
1704272738.009138,14363,0.004527495242655277
1704273117.193852,14579,0.005788277834653854
1704273731.604695,14927,0.005043014883995056
1704273896.409287,15021,0.005314122885465622
1704273976.353548,15067,0.004788460209965706
1704274187.304896,15187,0.0050952541641891
1704274449.269171,15336,0.004421659745275974
1704275110.391563,15714,0.006697777658700943
1704275193.607975,15762,0.003909422550350428
1704275943.652602,16187,0.005655892658978701
1704276202.993912,16315,0.0035244175232946873
1704276269.328487,16348,0.004419821314513683
1704276362.208841,16394,0.00497023668140173
1704276433.315791,16429,0.002924380823969841
1704277025.499634,16733,0.00515192374587059
1704277343.741809,16909,0.004714888520538807
1704277516.028047,17004,0.005077466834336519
1704278754.002601,17690,0.006392612121999264
1704278898.630187,17770,0.004875069949775934
1704279087.596708,17875,0.005069744773209095
1704279109.007246,17887,0.005750494077801704
1704279324.74648,18007,0.005469800438731909
1704279532.529888,18123,0.005637322552502155
1704279560.963984,18139,0.003697847481817007
1704279688.25536,18209,0.0038801825139671564
1704280070.046968,18407,0.003912155516445637
1704280115.565676,18431,0.005894037429243326
1704280188.512054,18470,0.004648095928132534
1704280213.156813,18483,0.004052847623825073
1704280287.667407,18524,0.0046196989715099335
1704280716.852391,18767,0.007627529092133045
1704280743.4262,18782,0.005140004213899374
1704281641.592019,19280,0.004331780597567558
1704281723.078462,19321,0.004053123760968447
1704281828.035561,19379,0.0047134594060480595
1704282281.692767,19619,0.003933464642614126
1704282707.594932,19843,0.005422133952379227
1704282858.690664,19924,0.0033684135414659977
1704283235.494829,20136,0.00449601374566555
1704283710.218461,20405,0.004876079969108105
1704283775.199435,20442,0.005146346986293793
1704283903.881091,20515,0.0048593380488455296
1704284479.087138,20843,0.0036832643672823906
1704284818.601708,21038,0.005161618813872337
1704285165.404746,21235,0.006090379785746336
1704285440.789004,21392,0.005940042436122894
1704285781.364749,21586,0.005247286520898342
1704285818.731907,21607,0.00468585267663002
1704285846.819264,21623,0.004984810017049313
1704285946.199895,21680,0.004731086082756519
1704286748.801505,22138,0.00488661415874958
1704286911.977953,22231,0.004745005164295435
1704287012.063154,22287,0.0038291458040475845
1704287178.02269,22382,0.005402074195444584
1704287540.593432,22569,0.0058579822070896626
1704287615.826354,22606,0.007483735680580139
1704287923.804108,22758,0.004196325317025185
1704287974.169441,22783,0.003730388358235359
